Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5)
9.731099111466276e-09,0.2052566966465984,3.76,0.0,0.5267236304725295,0.9999857517432597,7.892516663139267e-19,1.8102560647051265e-13,1.4256608438908457e-05,0.0003701802350323529,1.4246795768357176e-05,0.00037017877415024725,9.974537121212731e-10,4.634283935849516e-10,9.81248952409542e-09
9.999999999999999e-09,0.20525734215810143,3.76,0.0,0.5267130124330143,0.9999853584213215,9.29422295558535e-19,2.0186925696409464e-13,1.4650398016444664e-05,0.0003804044849700022,1.4640035858957468e-05,0.00038040294225085726,1.0626317007309075e-09,4.800874442340502e-10,1.0361955616077955e-08
1.0168419340521798e-08,0.20525734215810143,3.76,0.0,0.5267063622311624,0.9999851120849875,1.0273400730606617e-18,2.1580924367871137e-13,1.4897033723913849e-05,0.0003868080511144125,1.4886319794097837e-05,0.0003868064560032976,1.1045577001322271e-09,4.905534148196441e-10,1.0713714004710586e-08
1.060573956957732e-08,0.20525798764331593,3.76,0.0,0.5266890947242046,0.9999844724839256,1.3224785431920376e-18,2.5537824337958683e-13,1.553743544359419e-05,0.0004034351563526393,1.552578071103483e-05,0.00040343342111631654,1.2173951129434222e-09,5.178412098597238e-10,1.1654477178468023e-08
1.1043059798632842e-08,0.20525863310224016,3.76,0.0,0.5266718279517051,0.9999838329400734,1.6851118626287859e-18,3.0015221567083896e-13,1.6177813592875756e-05,0.00042006155070298723,1.6165178519862052e-05,0.0004200596694455568,1.3359721181159808e-09,5.452853123165738e-10,1.2634772858114288e-08
1.1480380027688363e-08,0.20525927853487194,3.76,0.0,0.5266545619137127,0.99998319345343,2.12705672900075e-18,3.505683450201776e-13,1.6818168166686204e-05,0.00043668723412142516,1.6804513221265606e-05,0.0004366852009472861,1.4602936143420734e-09,5.728805246627833e-10,1.3654594847995415e-08
1.1917700256743885e-08,0.2052599239412095,3.76,0.0,0.5266372966102769,0.9999825540239952,2.6616167658516785e-18,4.070813827279949e-13,1.7458499159954545e-05,0.0004533122065639366,1.744378481592377e-05,0.00045331001557778695,1.5903634783301464e-09,6.00622671346704e-10,1.471393694406069e-08
1.2355020485799407e-08,0.20526056932125092,3.76,0.0,0.5266200320414466,0.9999819146517679,3.3037021304547755e-18,4.701636393824038e-13,1.8098806567611178e-05,0.00046993646798652026,1.8082993304507057e-05,0.0004699341132933566,1.7261847651122492e-09,6.285083984849388e-10,1.581279293386627e-08
1.2792340714854929e-08,0.2052612146749943,3.76,0.0,0.526602768207271,0.999981275336748,4.069953698701369e-18,5.403049773049734e-13,1.873909038458787e-05,0.0004865600183451894,1.8722138687678168e-05,0.0004865574940503075,1.8677598709199438e-09,6.565350109862826e-10,1.695115659657881e-08
1.322966094391045e-08,0.20526186000243762,3.76,0.0,0.526585505107799,0.9999806360789346,4.978871839215956e-18,6.180128029866437e-13,1.9379350605817774e-05,0.0005031828575959721,1.936122096609203e-05,0.0005031801578049663,2.0150906638367213e-09,6.847003418991865e-10,1.812902170297913e-08
